gid_B73	n_mu	mid	sids	fam	fam_size	fam_idx	gid_W22	map_type	impact	eff	TF45	n.tgt	m.drc	tf.type	eQTL	B_Embryo	B_Endosperm	B_Internode	B_Leaf10	B_Root	B_Shoot	P_Embryo	P_Endosperm	P_Internode	P_Leaf10	P_Root	P_Shoot	W_Embryo	W_Endosperm	W_Internode	W_Leaf10	W_Root	W_Shoot	max_W22_exp
Zm00001d018208	1	mu1067648	UFMu-08571	GeBP	20	6	Zm00004b015242	One-to-One	moderate	missense_variant	FALSE	9	1	acti		79.2	64.6	29.8	27.5	39.7	50.2	44.7	26.3	19.6	22.0	25.5	36.5	53.4	28.3	20.7	23.8	23.5	30.6	53.4
Zm00001d018225	1	mu1086630	UFMu-11081	HD-ZIP	60	19	Zm00004b015254	One-to-One	no_change	NA	FALSE	11	1	acti		9.4	0.0	0.0	0.5	0.5	22.8	5.8	0.0	0.0	0.1	0.3	20.1	5.2	0.0	0.0	1.0	0.6	26.5	5.2
Zm00001d018258	4	mu1015238|mu1065280|mu1081420|mu1081421	UFMu-04187,UFMu-04561,UFMu-06161,UFMu-06813|UFMu-00588|UFMu-09482|UFMu-09482	MYB_related	109	42	Zm00004b015278	One-to-One	high	splice_donor_variant	FALSE	0	NA	NA	wang2018	20.3	32.0	43.5	35.5	47.2	27.8	42.4	53.3	59.2	33.9	56.6	31.8	23.5	15.5	42.1	33.4	44.0	17.1	44.0
Zm00001d018305	1	mu1056927	UFMu-07157	ERF	177	55	Zm00004b015315	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		50.8	58.5	67.1	26.7	43.3	14.6	55.0	25.7	127.0	27.2	42.7	22.0	56.2	51.2	93.2	19.2	39.9	13.4	93.2
Zm00001d018360	1	mu1095013	UFMu-11223	C3H	55	21	Zm00004b015355	One-to-One	no_change	NA	FALSE	0	NA	NA		33.2	37.1	28.4	27.5	21.6	24.5	44.4	47.3	29.2	27.8	26.6	27.1	36.6	42.9	34.7	33.5	24.5	24.1	42.9
Zm00001d018421	6	mu1018521|mu1042881|mu1048581|mu1056936|mu1077750|mu1081431	UFMu-00826|UFMu-05269|UFMu-06409|UFMu-07300|UFMu-09169|UFMu-09986	GATA	36	14	Zm00004b015422	One-to-One	moderate	disruptive_inframe_insertion	FALSE	7	1	acti	wang2018	9.0	29.1	111.4	35.2	42.9	47.4	24.4	23.7	94.8	46.7	39.3	45.6	33.2	34.7	82.6	87.2	47.6	38.8	87.2
Zm00001d018435	1	mu1091871	UFMu-11355	NAC	126	40	Zm00004b015432	One-to-One	no_change	NA	FALSE	5	1	acti		1.2	0.0	0.4	1.2	8.1	2.4	6.0	4.8	16.9	7.8	12.1	6.9	4.4	2.7	12.8	12.7	13.8	7.1	7.1
Zm00001d018465	4	mu1015265|mu1019253|mu1019253|mu1022834	UFMu-01346|UFMu-00651|UFMu-11755,UFMu-12405,UFMu-12998|UFMu-04869	G2-like	61	18	Zm00004b015457	One-to-One	moderate	missense_variant	FALSE	0	NA	NA	wang2018	6.1	2.2	7.5	2.9	2.9	5.3	5.7	3.3	10.0	1.6	2.9	3.9	4.7	1.3	5.6	2.0	0.8	1.9	5.6
Zm00001d018571	4	mu1021682|mu1029021|mu1083727|mu1084952	UFMu-01808|UFMu-02816|UFMu-10004|UFMu-10402	bZIP	128	38	Zm00004b015550	One-to-One	modifier	5_prime_UTR_variant	FALSE	0	NA	NA		8.7	1.6	24.7	28.3	19.9	33.8	8.1	1.9	14.1	31.2	19.3	44.7	12.2	4.3	29.0	29.5	20.9	39.2	4.3
Zm00001d018605	1	mu1054215	UFMu-06686	C2H2	132	47	Zm00004b034637	One-to-One	no_change	NA	FALSE	4	1	acti		0.4	0.0	1.6	0.0	12.1	0.4	0.4	0.0	0.0	0.0	26.2	0.2	0.1	0.0	1.8	0.0	17.9	0.3	17.9
Zm00001d018656	1	mu1045781	UFMu-05440	WRKY	121	44	Zm00004b034679	One-to-One	modifier	intron_variant	FALSE	0	NA	NA		1.2	0.5	4.1	0.8	3.8	2.5	2.8	3.7	15.5	2.7	3.6	3.7	0.7	0.6	5.7	0.7	5.0	2.5	5.7
Zm00001d018667	5	mu1016015|mu1039694|mu1041692|mu1057644|mu1078418	UFMu-02309|UFMu-02865|UFMu-04593|UFMu-07470|UFMu-09025	MIKC_MADS	42	14	Zm00004b034685	One-to-One	moderate	missense_variant	FALSE	1	1	acti		0.3	0.0	89.1	0.0	0.0	0.0	0.1	0.0	122.1	0.0	0.1	0.1	1.0	0.0	51.6	0.0	0.0	0.0	51.6
Zm00001d018702	1	mu1068374	UFMu-08750	NAC	126	41	Zm00004b034713	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001d018729	1	mu1060835	UFMu-07744	bZIP	128	39	Zm00004b034735	One-to-One	moderate	conservative_inframe_deletion	FALSE	0	NA	NA		0.0	0.0	0.2	0.0	0.0	0.0	0.1	0.0	7.7	0.0	0.0	0.0	0.7	0.0	6.5	0.1	0.0	0.0	6.5
Zm00001d018742	2	mu1068385|mu1092979	UFMu-08457,UFMu-12290|UFMu-11283	TALE	28	9	Zm00004b034745,Zm00004b034746	Many-to-One	moderate	missense_variant	FALSE	4	1	acti		35.7	0.0	199.1	0.0	0.6	19.9	25.5	0.2	129.6	0.1	1.3	14.7	23.1	0.1	332.5	0.1	0.6	15.3	332.5
Zm00001d018776	3	mu1042435|mu1079993|mu1088080	UFMu-05113|UFMu-09101|UFMu-10680	MYB	163	49	Zm00004b034769	One-to-One	non-syntenic	frameshift_variant	FALSE	1	1	acti		6.4	8.1	15.3	4.8	12.0	8.8	12.8	13.9	22.0	4.2	18.5	11.0	9.2	6.9	17.0	6.6	11.1	7.7	9.2
Zm00001d018930	5	mu1041711|mu1042407|mu1049438|mu1068431|mu1069812	UFMu-04413|UFMu-04890|UFMu-06459|UFMu-08354|UFMu-08586	CPP	12	4	Zm00004b034904	One-to-One	high	frameshift_variant	FALSE	21	1	acti		24.4	0.9	0.5	0.1	6.5	16.8	28.6	0.4	0.2	0.5	6.0	16.5	18.7	0.4	0.0	1.3	4.5	10.5	4.5
Zm00001d018941	3	mu1049441|mu1093062|mu1095342	UFMu-06297|UFMu-12288|UFMu-13270	HSF	29	10	Zm00004b034915	One-to-One	no_change	NA	FALSE	14	1	acti		19.3	11.4	1.3	2.9	15.0	47.6	66.9	21.1	12.5	4.7	21.2	52.4	50.9	17.3	14.4	6.5	23.8	55.9	6.5
Zm00001d019166	2	mu1060813|mu1092943	UFMu-08183|UFMu-13657	bZIP	128	41	Zm00004b035081	One-to-One	moderate	missense_variant	FALSE	0	NA	NA	liu2017	28.6	39.7	26.6	13.4	13.8	18.6	31.3	41.8	26.2	18.5	19.0	19.9	33.5	33.2	24.4	14.9	15.2	17.5	33.5
Zm00001d019207	5	mu1030872|mu1032578|mu1032669|mu1060818|mu1060819	UFMu-02691|UFMu-02729|UFMu-02729|UFMu-07750|UFMu-08115	NAC	126	43	Zm00004b035114	One-to-One	moderate	disruptive_inframe_deletion	FALSE	8	1	acti		4.5	7.3	24.0	5.0	15.1	8.8	6.5	6.3	83.1	7.7	23.5	20.8	10.1	6.9	92.6	7.3	32.6	20.3	92.6
Zm00001d019230	3	mu1017078|mu1060820|mu1060820	UFMu-01006,UFMu-01650,UFMu-02651,UFMu-03691|UFMu-08181|UFMu-11328	AP2	28	9	Zm00004b035135	One-to-One	non-syntenic	splice_donor_variant	FALSE	0	NA	NA	wang2018	14.0	4.6	3.4	1.4	18.1	12.6	10.3	1.3	3.0	15.8	54.4	41.3	10.4	3.1	0.7	3.4	27.5	23.1	3.4
Zm00001d020019	5	mu1018759|mu1019655|mu1039755|mu1054255|mu1081804	UFMu-00943|UFMu-00932|UFMu-04172|UFMu-06667|UFMu-09430	G2-like	61	20	Zm00004b035645	One-to-One	moderate	missense_variant	FALSE	3	0.3333333333333333	mix	li2013,liu2017,wang2018	58.2	14.7	26.8	15.1	37.3	22.6	28.3	6.4	29.5	15.5	34.6	16.9	55.5	11.0	38.1	17.4	41.1	23.9	55.5
Zm00001d020020	2	mu1033449|mu1042417	UFMu-03203,UFMu-08140|UFMu-04922	G2-like	61	21	Zm00004b035646	One-to-One	modifier	intron_variant	FALSE	0	NA	NA		68.5	48.7	87.6	33.3	99.6	77.4	53.9	29.8	52.7	40.5	105.1	72.9	57.1	27.1	67.4	50.9	110.8	67.2	67.4
Zm00001d020046	4	mu1029671|mu1035546|mu1035546|mu1045807	UFMu-02867,UFMu-03501|UFMu-03510|UFMu-12754|UFMu-05761	HB-other	21	12	Zm00004b035670,Zm00004b035671	Many-to-One	moderate	missense_variant	FALSE	0	NA	NA		47.6	31.7	48.7	22.5	34.8	26.2	39.2	39.6	30.0	22.8	38.4	24.7	47.3	39.3	22.6	21.8	34.3	27.0	47.3
Zm00001d020137	2	mu1074063|mu1081827	UFMu-04510|UFMu-09752	WRKY	121	46	Zm00004b035725	One-to-One	moderate	conservative_inframe_deletion	FALSE	47	0.9858156028368794	acti		1.4	0.0	67.6	21.9	6.2	9.9	8.1	0.1	181.4	6.6	4.5	12.8	2.9	0.3	107.1	8.1	3.3	2.8	8.1
Zm00001d020242	2	mu1054275|mu1068435	UFMu-06756|UFMu-08536	C3H	55	22	Zm00004b035789	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		46.7	30.9	45.2	21.9	36.4	29.8	26.9	26.0	25.9	22.7	34.7	26.6	31.3	24.1	24.5	19.9	39.4	27.2	39.4
Zm00001d020267	2	mu1031098|mu1039484	UFMu-02606|UFMu-03781	ERF	177	65	Zm00004b035808	One-to-One	moderate	missense_variant	FALSE	3	1	acti		39.8	8.7	33.6	22.1	57.0	40.9	130.0	32.0	73.3	34.6	38.9	48.6	71.9	19.2	57.0	38.8	49.2	28.9	71.9
Zm00001d020595	4	mu1023396|mu1049140|mu1054007|mu1071977	UFMu-02860|UFMu-06160|UFMu-06592|UFMu-02201	ERF	177	66	Zm00004b036080	One-to-One	moderate	disruptive_inframe_deletion	FALSE	2	0	mix		22.7	14.1	310.0	21.4	155.7	40.6	52.6	13.7	117.8	82.3	110.4	56.6	75.4	9.0	176.9	393.1	166.8	38.7	9.0
Zm00001d020670	2	mu1054014|mu1068191	UFMu-06601|UFMu-08828	HD-ZIP	60	20	Zm00004b036145	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		3.3	0.3	22.0	15.5	4.9	11.2	3.4	0.2	21.2	19.3	3.5	10.0	6.3	0.3	15.3	9.9	3.8	15.8	9.9
Zm00001d020688	1	mu1092653	UFMu-12357	GeBP	20	7	Zm00004b036159	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		13.3	6.3	13.8	4.0	17.4	6.6	12.0	8.0	6.8	3.7	15.4	5.7	10.1	9.8	10.0	6.5	17.6	5.7	9.8
Zm00001d020790	1	mu1092669	UFMu-11213	bHLH	190	67	Zm00004b036245	One-to-One	moderate	missense_variant	FALSE	2	1	acti		64.1	0.1	0.1	0.5	2.2	2.1	51.6	0.1	0.0	0.2	1.7	1.2	61.7	0.1	0.0	1.3	2.2	1.3	61.7
Zm00001d020804	1	mu1050412	UFMu-06088	HD-ZIP	60	21	Zm00004b036254	One-to-One	low	splice_region_variant	FALSE	0	NA	NA		18.5	4.1	145.8	128.7	40.4	81.2	14.8	5.5	83.3	128.8	42.3	74.2	13.9	6.8	101.5	138.2	40.1	54.9	6.8
Zm00001d020826	1	mu1074866	UFMu-03795	bHLH	190	68	Zm00004b036270	One-to-One	high	splice_donor_variant	FALSE	0	NA	NA		2.7	18.5	16.6	9.8	39.3	7.7	4.6	11.3	8.0	1.9	35.4	7.3	2.0	38.1	5.0	22.5	45.7	12.2	5.0
Zm00001d020834	2	mu1035505|mu1083984	UFMu-03451|UFMu-10192	bHLH	190	69	Zm00004b036281	One-to-One	high	frameshift_variant	FALSE	0	NA	NA		46.9	38.2	57.0	54.2	65.8	51.6	59.0	33.6	135.1	85.4	86.7	54.3	70.6	47.8	102.9	90.7	83.6	51.4	90.7
Zm00001d020837	1	mu1054023	UFMu-06571	Dof	45	15	Zm00004b036285	One-to-One	no_change	NA	FALSE	0	NA	NA		2.0	0.0	9.2	5.7	3.7	2.6	3.2	0.0	8.6	5.6	2.4	2.2	2.1	0.0	8.3	6.8	2.9	2.1	8.3
Zm00001d020881	2	mu1039526|mu1049170	UFMu-04179|UFMu-05989	WRKY	121	49	Zm00004b036316	One-to-One	moderate	missense_variant	FALSE	0	NA	NA	li2013	12.7	0.7	64.3	12.1	26.8	12.8	8.9	0.6	27.8	6.7	28.1	11.3	11.4	0.6	40.1	8.3	29.4	8.6	8.6
Zm00001d020932	1	mu1054031	UFMu-06539	bHLH	190	70	Zm00004b036351	One-to-One	low	splice_region_variant	FALSE	0	NA	NA		0.8	0.0	5.2	9.0	10.8	7.8	5.0	0.1	2.9	8.2	12.3	11.2	0.9	0.0	2.3	6.9	13.2	6.7	6.9
Zm00001d020947	6	mu1015808|mu1035281|mu1054033|mu1068211|mu1078265|mu1081704	UFMu-00725|UFMu-03511,UFMu-06526|UFMu-06545|UFMu-08589|UFMu-09182|UFMu-09544	MYB_related	109	46	NA	NA	non-syntenic	NA	FALSE	0	NA	NA		20.9	8.8	35.4	16.6	14.6	11.6	23.6	10.1	41.4	18.9	16.7	11.9	15.7	14.7	34.4	25.7	20.5	9.7	9.7
Zm00001d020972	2	mu1015809|mu1042560	UFMu-02114|UFMu-05139	NAC	126	45	Zm00004b036384,Zm00004b036385	Many-to-One	high	frameshift_variant	FALSE	0	NA	NA		14.7	14.5	81.0	29.0	36.3	14.1	23.1	19.3	78.5	53.9	52.3	26.9	19.6	18.0	64.8	45.2	47.3	20.5	64.8
Zm00001d021019	2	mu1050821|mu1054048	UFMu-06339,UFMu-06883,UFMu-08194|UFMu-06599	bHLH	190	71	Zm00004b036423	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		19.0	3.2	47.0	34.9	51.7	64.7	22.8	3.2	17.5	23.5	35.1	59.9	12.8	5.4	45.7	33.4	48.2	71.5	71.5
Zm00001d021057	4	mu1015815|mu1081705|mu1081706|mu1081707	UFMu-02146|UFMu-09468|UFMu-09468|UFMu-09468	MIKC_MADS	42	16	Zm00004b036450	One-to-One	high	splice_donor_variant	FALSE	4	1	acti		0.4	0.5	0.1	0.0	0.0	0.3	0.0	0.3	0.0	0.0	0.0	0.2	0.0	0.5	0.1	0.1	0.1	0.2	0.5
Zm00001d021069	1	mu1015813	UFMu-01230	NAC	126	47	Zm00004b036460	One-to-One	high	frameshift_variant	FALSE	0	NA	NA		0.5	0.2	6.0	14.8	26.9	8.1	0.5	3.5	1.2	13.7	32.4	7.7	1.3	0.7	1.5	15.9	11.8	6.8	6.8
Zm00001d021189	3	mu1023284|mu1057520|mu1086972	UFMu-02031,UFMu-02655|UFMu-07588|UFMu-10634	bZIP	128	45	Zm00004b036529	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		13.2	19.5	22.4	13.1	12.1	10.8	14.8	17.7	20.3	14.5	13.4	10.9	11.4	15.7	15.5	15.6	12.2	12.6	15.7
Zm00001d021236	2	mu1035810|mu1083999	UFMu-03333|UFMu-10399	HD-ZIP	60	22	Zm00004b036560	One-to-One	moderate	disruptive_inframe_deletion	FALSE	5	1	acti		33.4	0.4	6.6	29.2	7.0	43.7	24.1	0.1	4.9	20.1	3.5	40.2	25.0	0.3	5.1	49.2	5.3	45.3	5.3
Zm00001d021263	5	mu1039550|mu1041620|mu1079932|mu1086976|mu1092731	UFMu-03686|UFMu-04635|UFMu-09139|UFMu-10889,UFMu-12286|UFMu-11273	HSF	29	12	Zm00004b036584	One-to-Many	no_change	NA	FALSE	63	0.9682539682539683	acti		2.0	2.1	1.8	4.3	5.0	7.6	16.6	7.9	18.8	6.7	7.0	6.6	10.2	4.8	12.7	6.4	8.3	9.6	9.6
Zm00001d021285	1	mu1068225	UFMu-08640	SRS	9	4	Zm00004b036601	One-to-One	moderate	missense_variant	FALSE	3	1	acti		24.0	0.0	0.1	0.0	1.8	3.1	14.5	0.1	0.3	0.0	1.2	1.6	27.0	0.0	0.0	0.0	2.2	2.1	27.0
Zm00001d021290	1	mu1057532	UFMu-07232	SRS	9	5	Zm00004b036608	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		0.0	0.0	0.5	0.3	0.0	0.1	0.0	0.0	0.7	0.1	0.0	0.0	0.0	0.0	0.2	0.1	0.0	0.1	0.2
Zm00001d021296	7	mu1039553|mu1039554|mu1039554|mu1045712|mu1049201|mu1060673|mu1069747	UFMu-03174|UFMu-04170|UFMu-07728|UFMu-05702|UFMu-06339|UFMu-07728|UFMu-08786	MYB	163	55	Zm00004b036613	One-to-One	high	frameshift_variant	FALSE	0	NA	NA		7.4	1.7	5.7	36.2	18.2	7.9	24.5	2.1	10.8	49.0	27.3	12.4	9.1	1.4	5.1	49.1	16.7	6.3	9.1
Zm00001d021362	6	mu1007445|mu1007445|mu1062031|mu1071373|mu1071373|mu1085093	UFMu-00264,UFMu-04301|UFMu-09495,UFMu-11033,UFMu-11703|UFMu-08371,UFMu-09019,UFMu-11253|UFMu-02628|UFMu-12902|UFMu-10196	GRF	15	8	Zm00004b036661	One-to-One	low	synonymous_variant	FALSE	0	NA	NA		35.7	2.3	21.2	16.0	21.5	23.1	38.6	2.4	9.1	22.7	23.4	20.7	41.2	2.2	14.0	17.9	18.9	19.8	41.2
Zm00001d021389	1	mu1032195	UFMu-02510	Trihelix	46	21	Zm00004b036680	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		7.0	8.1	18.6	5.4	22.6	11.0	9.6	13.6	12.5	7.4	22.8	11.5	9.8	16.5	7.6	8.5	20.4	9.6	9.8
Zm00001d021403	1	mu1039567	UFMu-03778	C2H2	132	58	Zm00004b036694	One-to-One	high	frameshift_variant	FALSE	0	NA	NA	wang2018	12.6	3.2	7.6	13.3	21.8	49.8	13.1	2.1	12.1	26.2	22.2	45.6	9.8	2.3	1.2	9.5	23.7	27.1	9.8
Zm00001d021424	1	mu1092751	UFMu-12627	NAC	126	49	Zm00004b036713,Zm00004b036714	Many-to-Many	modifier	intron_variant	FALSE	23	1	acti		0.9	0.4	0.5	2.2	6.2	6.7	1.5	0.1	0.3	2.3	4.6	7.3	0.5	0.9	0.2	1.5	4.3	4.7	4.7
Zm00001d021545	1	mu1049222	UFMu-06409	FAR1	14	4	Zm00004b036824	One-to-One	modifier	3_prime_UTR_variant	FALSE	0	NA	NA		14.6	10.3	14.3	6.8	10.3	8.5	16.8	12.1	14.1	7.2	13.5	8.0	16.7	10.5	16.0	10.7	12.8	8.5	8.5
Zm00001d021748	5	mu1017573|mu1049248|mu1060710|mu1068276|mu1088057	UFMu-01040|UFMu-06523|UFMu-07690|UFMu-08693|UFMu-10680	bHLH	190	75	Zm00004b037010	One-to-One	moderate	conservative_inframe_deletion	FALSE	0	NA	NA		42.2	14.8	40.9	21.4	31.8	28.6	23.2	15.5	30.8	26.6	45.6	35.2	12.4	4.5	15.0	19.8	23.0	20.2	4.5
Zm00001d021790	5	mu1034822|mu1068278|mu1074873|mu1084018|mu1092816	UFMu-03279|UFMu-08376|UFMu-04179|UFMu-10417|UFMu-13213	B3	45	13	Zm00004b037041	One-to-One	low	splice_region_variant	FALSE	0	NA	NA		71.6	59.8	84.9	32.7	51.5	37.8	113.6	55.9	61.1	41.1	44.6	35.7	113.6	56.9	52.1	42.4	47.2	29.0	56.9
Zm00001d021826	3	mu1019721|mu1031242|mu1095277	UFMu-00644|UFMu-03075|UFMu-11274	GRAS	81	21	Zm00004b037067	One-to-Many	moderate	disruptive_inframe_insertion	FALSE	0	NA	NA		0.6	0.0	2.5	0.8	0.4	0.9	1.4	0.0	3.2	0.6	0.5	1.1	1.1	0.2	2.0	0.9	0.3	0.9	2.0
Zm00001d021831	2	mu1007310|mu1057580	UFMu-00526,UFMu-06803|UFMu-07277	C3H	55	23	Zm00004b037076	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		17.2	7.0	36.6	12.5	18.0	12.2	20.9	7.1	44.3	16.2	20.3	15.5	22.3	10.3	47.4	17.6	20.3	11.5	47.4
Zm00001d021842	1	mu1018395	UFMu-01009	C2H2	132	59	Zm00004b037084	One-to-One	non-syntenic	splice_acceptor_variant	FALSE	0	NA	NA		7.3	22.4	38.8	9.0	20.5	10.4	8.5	19.3	61.8	9.7	25.1	11.4	7.9	19.5	20.5	10.9	26.9	8.2	8.2
Zm00001d021927	1	mu1092833	UFMu-13537	BES1	10	4	Zm00004b037145	One-to-One	moderate	missense_variant	FALSE	0	NA	NA	li2013	11.5	7.3	11.4	15.4	6.3	18.9	6.5	3.2	3.8	6.1	9.0	13.9	7.3	6.1	2.9	12.7	8.0	11.4	8.0
Zm00001d021932	15	mu1015911|mu1017311|mu1049268|mu1054122|mu1054123|mu1068290|mu1068291|mu1071389|mu1078348|mu1079953|mu1081729|mu1082590|mu1082591|mu1087011|mu1092834	UFMu-01252|UFMu-00723,UFMu-06765|UFMu-05983|UFMu-06546|UFMu-06765|UFMu-08535|UFMu-08535|UFMu-02900|UFMu-09277,UFMu-09481|UFMu-09147|UFMu-09481,UFMu-10681|UFMu-09481|UFMu-09481|UFMu-10586|UFMu-11966	C2H2	132	60	Zm00004b037149	One-to-One	moderate	missense_variant	FALSE	0	NA	NA	li2013	9.9	13.1	18.6	22.2	11.8	21.0	28.3	15.4	14.6	31.6	15.1	21.1	16.0	17.2	15.2	14.9	11.4	21.9	21.9
Zm00001d021946	2	mu1050398|mu1092837	UFMu-06405|UFMu-12274	GRAS	81	22	Zm00004b037160	One-to-One	no_change	NA	FALSE	0	NA	NA		18.2	7.5	45.6	8.4	1.4	1.4	20.6	1.8	17.1	4.6	0.6	0.6	62.1	16.1	71.4	2.7	2.2	1.2	71.4
Zm00001d021973	1	mu1015916	UFMu-01398	GRAS	81	23	Zm00004b037184	One-to-One	no_change	NA	FALSE	0	NA	NA		6.0	0.1	0.1	0.3	15.0	5.4	8.0	0.0	0.7	0.2	10.8	5.4	6.5	0.0	0.7	0.3	11.8	5.1	6.5
Zm00001d021988	1	mu1060730	UFMu-08247	bHLH	190	76	Zm00004b037192	One-to-One	high	frameshift_variant	FALSE	17	1	acti		0.0	0.0	0.0	0.0	4.4	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.6	0.1	4.6
Zm00001d022088	1	mu1078364	UFMu-09012	MIKC_MADS	42	17	Zm00004b037263	One-to-One	modifier	intron_variant	FALSE	3	1	acti		0.3	4.8	189.3	117.0	0.5	0.1	0.2	1.2	207.4	94.5	0.1	0.0	0.5	2.7	239.9	111.4	0.2	0.4	239.9
Zm00001d022142	2	mu1008542|mu1030648	UFMu-00082|UFMu-02975	FAR1	14	7	Zm00004b037311	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		18.3	7.6	24.7	17.2	17.5	12.9	26.7	9.9	16.7	17.2	18.9	12.4	22.3	7.2	18.5	21.5	20.1	13.0	7.2
Zm00001d022225	1	mu1049304	UFMu-06515	bHLH	190	77	Zm00004b037385	One-to-One	low	splice_region_variant	FALSE	3	-0.3333333333333333	mix		13.0	39.0	15.8	10.2	16.8	18.5	25.0	47.3	17.7	7.8	21.3	12.3	31.0	26.2	15.3	11.5	30.3	11.5	31.0
Zm00001d022227	1	mu1092890	UFMu-13110	MYB	163	58	Zm00004b037388	One-to-One	moderate	missense_variant	FALSE	1	1	acti		5.1	2.0	4.9	20.1	0.9	8.5	9.3	3.8	0.5	22.5	0.0	7.1	6.8	1.0	1.0	19.4	0.0	8.4	8.4
Zm00001d022266	1	mu1015940	UFMu-01251	GeBP	20	8	Zm00004b037422	One-to-One	low	synonymous_variant	FALSE	0	NA	NA		2.3	1.2	1.5	1.0	3.3	1.5	3.6	2.0	1.3	1.9	4.3	3.4	3.2	1.5	1.8	2.2	3.8	2.6	3.8
Zm00001d022437	1	mu1092920	UFMu-12343	WRKY	121	51	Zm00004b037601	One-to-One	modifier	intron_variant	FALSE	25	1	acti		0.2	0.0	1.8	0.2	0.4	0.1	0.0	0.0	14.2	2.7	3.2	6.2	0.1	0.0	20.2	0.0	1.5	0.1	20.2
Zm00001d022440	3	mu1039675|mu1057623|mu1060792	UFMu-03865|UFMu-07142|UFMu-08135	B3	45	14	Zm00004b037599	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		37.9	55.8	86.5	167.2	88.3	55.1	39.9	35.5	58.0	169.9	67.3	44.0	38.0	51.6	83.8	188.6	91.4	58.2	91.4
Zm00001d022442	3	mu1049331|mu1078398|mu1088071	UFMu-05961,UFMu-07959|UFMu-08988|UFMu-10863	bZIP	128	47	Zm00004b037598	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		20.7	15.1	7.1	6.7	14.0	32.0	22.4	13.6	6.3	11.0	13.0	28.0	24.1	52.7	12.8	11.6	15.1	18.1	52.7
Zm00001d022525	1	mu1018638	UFMu-01129	Dof	45	17	Zm00004b037623	One-to-One	moderate	conservative_inframe_insertion	FALSE	6	1	acti		18.7	24.7	48.8	42.4	42.4	59.1	20.0	13.4	17.4	50.9	58.0	72.8	21.1	15.6	35.2	39.0	46.2	57.4	57.4
Zm00001d022526	1	mu1054179	UFMu-06871	G2-like	61	23	Zm00004b037624	One-to-One	moderate	disruptive_inframe_deletion	FALSE	1	1	acti		2.4	0.2	30.4	4.7	16.6	6.7	4.3	0.4	20.2	5.6	21.9	8.5	4.0	0.1	12.6	7.8	14.9	4.7	7.8
Zm00001d022542	3	mu1015985|mu1026836|mu1085123	UFMu-00588,UFMu-01653,UFMu-03258,UFMu-03708,UFMu-04482|UFMu-08346|UFMu-10240	bZIP	128	48	Zm00004b037641	One-to-One	low	synonymous_variant	FALSE	0	NA	NA		32.3	27.3	123.8	51.8	100.0	46.8	115.8	117.6	204.1	77.3	134.4	57.2	45.0	46.3	164.1	57.3	103.2	41.5	57.3
Zm00001d022550	6	mu1030417|mu1034349|mu1042471|mu1057631|mu1092926|mu1092927	UFMu-02864,UFMu-05558|UFMu-03375|UFMu-04869|UFMu-07378|UFMu-11921|UFMu-13890	bZIP	128	49	Zm00004b037647	One-to-One	moderate	conservative_inframe_deletion	FALSE	0	NA	NA		9.1	0.9	1.6	0.2	4.2	3.3	8.8	3.0	2.9	0.1	3.4	2.2	7.5	3.7	2.1	0.5	3.5	2.2	7.5
Zm00001d022613	2	mu1015998|mu1034240	UFMu-02682,UFMu-03446,UFMu-09430|UFMu-03241	bZIP	128	50	Zm00004b037698	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		7.1	0.0	0.4	0.6	2.5	3.7	4.6	0.0	0.1	0.1	3.5	1.7	4.6	0.0	0.2	0.0	1.4	1.6	4.6
Zm00001d022628	1	mu1057638	UFMu-07137	MYB	163	60	Zm00004b037718	One-to-One	high	splice_donor_variant	FALSE	0	NA	NA		5.3	4.6	7.3	18.6	59.6	35.5	1.5	2.8	6.6	24.5	70.2	30.1	1.1	3.9	5.3	28.2	63.3	27.9	63.3
Zm00001d023332	3	mu1019305|mu1019488|mu1085775	UFMu-00908|UFMu-00783|UFMu-10852	WRKY	121	52	NA	NA	high	frameshift_variant	FALSE	6	1	acti		0.1	0.3	0.3	36.9	0.4	2.0	1.0	6.8	2.2	75.8	0.9	9.1	1.8	3.7	6.5	7.0	1.0	4.6	7.0
