gid	n_mu	mid	sids	tf	ttype	impact	eff	de_BM
Zm00001d012931	>=3	mu1007144|mu1009667|mu1035446|mu1045388|mu1053443|mu1067653|mu1074385|mu1079738	UFMu-00212,UFMu-04179|UFMu-00223,UFMu-03221,UFMu-04133|UFMu-03223,UFMu-10402|UFMu-05893,UFMu-08183|UFMu-07105|UFMu-08597|UFMu-03675|UFMu-09013	FALSE	mRNA	no_change	NA	5-10
Zm00001d012932	2	mu1045389|mu1095011	UFMu-05693|UFMu-13149	FALSE	mRNA	modifier	3_prime_UTR_variant	10+
Zm00001d012933	>=3	mu1075545|mu1083713|mu1086639	UFMu-05381|UFMu-10004|UFMu-11119	FALSE	mRNA	non-syntenic	missense_variant	10+
Zm00001d012934	>=3	mu1007854|mu1015263|mu1019176|mu1033336|mu1067659	UFMu-00566|UFMu-01585|UFMu-00957|UFMu-03077,UFMu-04665,UFMu-04924|UFMu-08608	FALSE	mRNA	moderate	disruptive_inframe_insertion	0
Zm00001d012935	1	mu1091870	UFMu-11322	FALSE	mRNA	non-syntenic	missense_variant	10+
Zm00001d012936	>=3	mu1002352|mu1060159|mu1060160|mu1069593	UFMu-00309|UFMu-07990|UFMu-08143|UFMu-08771	FALSE	mRNA	non-syntenic	missense_variant	10+
Zm00001d012938	2	mu1015277|mu1091893	UFMu-00987,UFMu-01682,UFMu-02198|UFMu-11257	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d012939	>=3	mu1029275|mu1029275|mu1087940	UFMu-02634|UFMu-07510|UFMu-10595	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d012953	1	mu1079754	UFMu-09139	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d012954	>=3	mu1021257|mu1048612|mu1071900	UFMu-01301,UFMu-09946,UFMu-10749,UFMu-12088,UFMu-12492,UFMu-13282,UFMu-13700|UFMu-06477|UFMu-01904	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d012955	1	mu1035697	UFMu-03099	FALSE	mRNA	high	splice_donor_variant	5-10
Zm00001d012958	>=3	mu1071225|mu1073381|mu1081444	UFMu-02510|UFMu-03103|UFMu-09478	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d012961	>=3	mu1015282|mu1060164|mu1086649	UFMu-01275|UFMu-07749|UFMu-10951	FALSE	mRNA	moderate	missense_variant	0
Zm00001d012962	2	mu1035540|mu1048615	UFMu-03454|UFMu-06403	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d012964	2	mu1039021|mu1060166	UFMu-03717|UFMu-07881	FALSE	mRNA	high	splice_donor_variant	1-5
Zm00001d012965	>=3	mu1030208|mu1042864|mu1060167|mu1060168	UFMu-02510|UFMu-04988|UFMu-07808|UFMu-07751	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d012966	>=3	mu1009149|mu1009149|mu1015286|mu1032118|mu1032118|mu1032865|mu1032865|mu1039022|mu1069595|mu1091899	UFMu-00563|UFMu-01802|UFMu-01068,UFMu-02255|UFMu-02774|UFMu-06542,UFMu-07607|UFMu-03031|UFMu-11978|UFMu-02967|UFMu-08768|UFMu-11619	FALSE	mRNA	modifier	3_prime_UTR_variant	5-10
Zm00001d012969	>=3	mu1060170|mu1079760|mu1079760	UFMu-08182|UFMu-09023|UFMu-10860	FALSE	mRNA	high	stop_gained	10+
Zm00001d012974	>=3	mu1039028|mu1077781|mu1082502	UFMu-04209,UFMu-06890|UFMu-09398|UFMu-09547	FALSE	mRNA	low	splice_region_variant	1-5
Zm00001d012975	1	mu1056970	UFMu-07629	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d012979	>=3	mu1017518|mu1019031|mu1021616|mu1042861|mu1042862|mu1060175|mu1060176|mu1084956	UFMu-00617|UFMu-00645|UFMu-01464|UFMu-05113|UFMu-05113|UFMu-08159|UFMu-08210|UFMu-10301,UFMu-12016	FALSE	mRNA	non-syntenic	frameshift_variant	10+
Zm00001d012980	>=3	mu1017228|mu1019031|mu1065271	UFMu-00685,UFMu-01391,UFMu-03254,UFMu-04207|UFMu-00645|UFMu-00685,UFMu-03254,UFMu-04207	FALSE	mRNA	non-syntenic	stop_lost	10+
Zm00001d012981	>=3	mu1017228|mu1019031|mu1065271	UFMu-00685,UFMu-01391,UFMu-03254,UFMu-04207|UFMu-00645|UFMu-00685,UFMu-03254,UFMu-04207	FALSE	mRNA	non-syntenic	missense_variant	10+
Zm00001d012984	>=3	mu1019656|mu1034346|mu1048627|mu1091913	UFMu-00754|UFMu-03103|UFMu-06475|UFMu-11966	FALSE	mRNA	non-syntenic	5_prime_UTR_variant	1-5
Zm00001d012988	1	mu1048628	UFMu-06448	FALSE	mRNA	high	splice_acceptor_variant	10+
Zm00001d012991	1	mu1025588	UFMu-04198	FALSE	mRNA	non-syntenic	missense_variant	0
Zm00001d012993	>=3	mu1018128|mu1018128|mu1048629|mu1073383	UFMu-00948,UFMu-03145|UFMu-04886,UFMu-05383|UFMu-06118|UFMu-03145	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d012996	>=3	mu1023333|mu1051434|mu1056982|mu1071228	UFMu-02112|UFMu-06472|UFMu-07307|UFMu-02510	FALSE	mRNA	high	start_lost	10+
Zm00001d012998	>=3	mu1009586|mu1067697|mu1086656	UFMu-00456|UFMu-08699|UFMu-11122	FALSE	mRNA	low	synonymous_variant	5-10
Zm00001d013005	>=3	mu1021844|mu1022059|mu1039034|mu1067701	UFMu-01365,UFMu-01951|UFMu-01365|UFMu-04085,UFMu-06546|UFMu-04085,UFMu-08718	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013006	2	mu1009875|mu1072314	UFMu-00071|UFMu-01874	FALSE	mRNA	moderate	conservative_inframe_insertion	10+
Zm00001d013007	1	mu1079763	UFMu-09410,UFMu-10934	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013008	1	mu1009227	UFMu-00252	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d013010	>=3	mu1039036|mu1048635|mu1053505|mu1060180|mu1095032	UFMu-03853,UFMu-07868|UFMu-06448|UFMu-06684|UFMu-07868|UFMu-11659	FALSE	mRNA	non-syntenic	frameshift_variant	5-10
Zm00001d013012	>=3	mu1041391|mu1081456|mu1087944	UFMu-04760,UFMu-11151|UFMu-09903|UFMu-10918	FALSE	mRNA	high	splice_donor_variant	10+
Zm00001d013014	>=3	mu1015302|mu1045421|mu1045421|mu1045422|mu1045423	UFMu-01990|UFMu-05381|UFMu-07225,UFMu-13308,UFMu-13716|UFMu-05793|UFMu-05602	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d013015	1	mu1045422	UFMu-05793	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d013019	>=3	mu1018596|mu1067709|mu1067710|mu1067711	UFMu-01155|UFMu-08773|UFMu-08754|UFMu-03775,UFMu-08670	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d013022	1	mu1053511	UFMu-06936	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d013025	2	mu1003485|mu1015305	UFMu-00422|UFMu-02344	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013027	2	mu1042852|mu1048642	UFMu-05024|UFMu-06477	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d013028	1	mu1072818	UFMu-03243	FALSE	mRNA	low	synonymous_variant	0
Zm00001d013029	2	mu1023921|mu1033171	UFMu-08761|UFMu-03258	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d013030	>=3	mu1015307|mu1015307|mu1081461|mu1091930	UFMu-01068,UFMu-02255|UFMu-13987|UFMu-09422|UFMu-11931	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d013031	>=3	mu1023184|mu1053512|mu1065267|mu1071233|mu1083745	UFMu-02412|UFMu-06586,UFMu-07842|UFMu-00913|UFMu-02602,UFMu-03667|UFMu-10403	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013033	1	mu1067714	UFMu-08261	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d013034	1	mu1081464	UFMu-09463	FALSE	mRNA	low	synonymous_variant	5-10
Zm00001d013037	1	mu1073386	UFMu-03429,UFMu-11149	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d013040	>=3	mu1007089|mu1007089|mu1019789|mu1021471|mu1021471|mu1039042|mu1041401|mu1041402|mu1048648|mu1056999|mu1083746|mu1095035	UFMu-00506,UFMu-02715,UFMu-03875,UFMu-06531|UFMu-10762,UFMu-11141|UFMu-01054,UFMu-05869,UFMu-07426|UFMu-01802|UFMu-04552|UFMu-03731|UFMu-04712|UFMu-04413|UFMu-06405|UFMu-07274|UFMu-10405|UFMu-11143	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d013042	>=3	mu1033636|mu1057000|mu1057001|mu1086667|mu1087946	UFMu-03259|UFMu-07392|UFMu-07312|UFMu-11018|UFMu-11119	FALSE	mRNA	no_change	NA	1-5
Zm00001d013043	>=3	mu1019877|mu1053517|mu1053518	UFMu-01002|UFMu-06550|UFMu-06550	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d013045	>=3	mu1020023|mu1035102|mu1057003|mu1077801|mu1083747	UFMu-01008|UFMu-03480|UFMu-07181|UFMu-09399|UFMu-10455	FALSE	mRNA	non-syntenic	missense_variant	10+
Zm00001d013046	>=3	mu1019040|mu1035142|mu1053520|mu1072819|mu1083748|mu1087191	UFMu-01086|UFMu-03204|UFMu-06869|UFMu-03293|UFMu-10393|UFMu-10623	FALSE	mRNA	high	start_lost	10+
Zm00001d013047	2	mu1031214|mu1091939	UFMu-02888|UFMu-12990	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d013048	>=3	mu1015315|mu1015315|mu1031894|mu1057004|mu1067719|mu1081466	UFMu-01972,UFMu-03416,UFMu-05116,UFMu-10823|UFMu-06874|UFMu-02631,UFMu-03720|UFMu-07148|UFMu-08418|UFMu-09457	FALSE	mRNA	non-syntenic	frameshift_variant	10+
Zm00001d013049	2	mu1048652|mu1071234	UFMu-06527|UFMu-01863,UFMu-02610,UFMu-04052	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d013052	2	mu1060197|mu1084965	UFMu-07902|UFMu-10402	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d013055	2	mu1007763|mu1084966	UFMu-00153|UFMu-10411	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d013056	2	mu1077804|mu1095038	UFMu-09213,UFMu-10720|UFMu-11204	FALSE	mRNA	moderate	disruptive_inframe_deletion	10+
Zm00001d013058	>=3	mu1083751|mu1083752|mu1095039	UFMu-10386|UFMu-10186|UFMu-13368	FALSE	mRNA	non-syntenic	missense_variant	5-10
Zm00001d013059	>=3	mu1079771|mu1082508|mu1091942	UFMu-09252|UFMu-09420|UFMu-11175	FALSE	mRNA	high	splice_acceptor_variant	1-5
Zm00001d013061	>=3	mu1015319|mu1034811|mu1039050|mu1060201|mu1079773|mu1083754|mu1083755|mu1086672|mu1091949|mu1095040	UFMu-02445|UFMu-03227|UFMu-02693|UFMu-08042|UFMu-09251|UFMu-10539|UFMu-10198|UFMu-11121|UFMu-11873|UFMu-12022	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013065	>=3	mu1001846|mu1029040|mu1050465|mu1057011|mu1086676	UFMu-00197,UFMu-06858|UFMu-02626|UFMu-05983|UFMu-07291|UFMu-11081	FALSE	mRNA	high	splice_acceptor_variant	1-5
Zm00001d013066	>=3	mu1031453|mu1053531|mu1083757	UFMu-02949,UFMu-04176|UFMu-06757|UFMu-10161	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d013067	1	mu1007467	UFMu-00196	FALSE	mRNA	moderate	disruptive_inframe_deletion	5-10
Zm00001d013070	1	mu1060203	UFMu-08218,UFMu-10850	TRUE	mRNA	high	splice_acceptor_variant	0
Zm00001d013074	>=3	mu1015324|mu1050226|mu1095044	UFMu-01729,UFMu-04042,UFMu-06960|UFMu-05984|UFMu-11796	TRUE	mRNA	no_change	NA	5-10
Zm00001d013075	>=3	mu1021420|mu1036047|mu1070382	UFMu-01369,UFMu-02847|UFMu-03506|UFMu-02847	FALSE	mRNA	modifier	5_prime_UTR_variant	1-5
Zm00001d013076	2	mu1015325|mu1060205	UFMu-01999|UFMu-08182	FALSE	mRNA	non-syntenic	intron_variant	5-10
Zm00001d013077	>=3	mu1018489|mu1060206|mu1067732|mu1067734|mu1077809	UFMu-00968|UFMu-07761|UFMu-08363|UFMu-08815|UFMu-09139	FALSE	mRNA	modifier	5_prime_UTR_variant	1-5
Zm00001d013079	>=3	mu1015326|mu1033802|mu1037320|mu1067736|mu1084968|mu1091957	UFMu-01540,UFMu-04548,UFMu-07693,UFMu-10529|UFMu-03243|UFMu-02985|UFMu-08586|UFMu-10383|UFMu-12261	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013081	1	mu1010339	UFMu-01961	FALSE	mRNA	moderate	disruptive_inframe_deletion	5-10
Zm00001d013082	>=3	mu1015327|mu1033853|mu1045432|mu1045433|mu1086680	UFMu-02366|UFMu-03161|UFMu-05711|UFMu-05416|UFMu-10752	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d013083	>=3	mu1039058|mu1039058|mu1042839|mu1077812	UFMu-04116|UFMu-10004|UFMu-04835|UFMu-09308	FALSE	mRNA	low	splice_region_variant	5-10
Zm00001d013086	1	mu1060211	UFMu-08143	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013087	>=3	mu1023540|mu1023644|mu1042837	UFMu-02125|UFMu-02125,UFMu-08319|UFMu-04894,UFMu-07277	FALSE	mRNA	moderate	disruptive_inframe_deletion	1-5
Zm00001d013093	1	mu1015329	UFMu-01678,UFMu-02616	FALSE	mRNA	non-syntenic	missense_variant	1-5
Zm00001d013094	>=3	mu1023269|mu1033878|mu1033878|mu1042835|mu1045436|mu1050928	UFMu-02337|UFMu-03432,UFMu-04620,UFMu-05132,UFMu-05672|UFMu-10637|UFMu-04902|UFMu-05403|UFMu-06215	FALSE	mRNA	no_change	NA	1-5
Zm00001d013097	>=3	mu1022671|mu1057021|mu1091964	UFMu-01998|UFMu-07380|UFMu-11766	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d013098	1	mu1077820	UFMu-09059	FALSE	mRNA	high	stop_lost	10+
Zm00001d013100	>=3	mu1072319|mu1077821|mu1083760|mu1091965	UFMu-01936,UFMu-11277|UFMu-09031|UFMu-10004|UFMu-12963	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d013107	1	mu1081475	UFMu-09464	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d013108	>=3	mu1007152|mu1039065|mu1067739|mu1083761	UFMu-00469,UFMu-06782,UFMu-07329|UFMu-02739|UFMu-08589|UFMu-10403	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d013109	1	mu1091967	UFMu-14014	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d013111	2	mu1011269|mu1015334	UFMu-00906,UFMu-02637,UFMu-04426,UFMu-06490|UFMu-01723	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013113	1	mu1033105	UFMu-02650	FALSE	mRNA	modifier	5_prime_UTR_variant	5-10
Zm00001d013114	1	mu1083763	UFMu-10322	FALSE	mRNA	non-syntenic	NA	0
Zm00001d013115	2	mu1083764|mu1095051	UFMu-10322|UFMu-11274	FALSE	mRNA	high	stop_lost	1-5
Zm00001d013116	>=3	mu1035123|mu1039066|mu1095052	UFMu-03501|UFMu-04169|UFMu-12236	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d013117	1	mu1017769	UFMu-00649	FALSE	mRNA	non-syntenic	frameshift_variant	0
Zm00001d013119	2	mu1039067|mu1053544	UFMu-03258|UFMu-06801	TRUE	mRNA	moderate	conservative_inframe_insertion	1-5
Zm00001d013120	2	mu1030324|mu1081478	UFMu-02866|UFMu-09853	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d013122	2	mu1077829|mu1091974	UFMu-09010|UFMu-12323	FALSE	mRNA	high	exon_loss_variant	1-5
Zm00001d013125	2	mu1034907|mu1053545	UFMu-03413,UFMu-11119|UFMu-06690	FALSE	mRNA	modifier	5_prime_UTR_variant	10+
Zm00001d013128	2	mu1081481|mu1082511	UFMu-09430|UFMu-09430	FALSE	mRNA	high	frameshift_variant	0
Zm00001d013135	2	mu1015342|mu1071241	UFMu-04217,UFMu-04970|UFMu-03029	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d013136	1	mu1091981	UFMu-11973	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d013139	>=3	mu1009196|mu1067753|mu1086693	UFMu-00466|UFMu-08784,UFMu-08916|UFMu-10992	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d013141	>=3	mu1048673|mu1048674|mu1050463|mu1053548	UFMu-06382,UFMu-06688,UFMu-12991|UFMu-10391|UFMu-06519|UFMu-06689	FALSE	mRNA	low	synonymous_variant	10+
Zm00001d013144	1	mu1091985	UFMu-12333	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d013147	1	mu1033042	UFMu-03295,UFMu-04476	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d013150	1	mu1095057	UFMu-11702	FALSE	mRNA	no_change	NA	10+
Zm00001d013153	1	mu1060228	UFMu-07833	FALSE	mRNA	moderate	conservative_inframe_insertion	1-5
Zm00001d013154	1	mu1009025	UFMu-00225	FALSE	mRNA	non-syntenic	exon_loss_variant	10+
Zm00001d013156	>=3	mu1015346|mu1015347|mu1084973	UFMu-02338|UFMu-02338|UFMu-10378	FALSE	mRNA	low	synonymous_variant	5-10
Zm00001d013159	1	mu1015348	UFMu-02302,UFMu-13929	FALSE	mRNA	low	splice_region_variant	10+
Zm00001d013166	2	mu1053556|mu1077837	UFMu-06546|UFMu-09297,UFMu-09469	FALSE	mRNA	high	exon_loss_variant	10+
Zm00001d013168	>=3	mu1035902|mu1053559|mu1077839|mu1091993|mu1091995	UFMu-03292|UFMu-06963|UFMu-09190|UFMu-13106|UFMu-12372	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013170	1	mu1071912	UFMu-02257	FALSE	mRNA	non-syntenic	frameshift_variant	1-5
Zm00001d013173	1	mu1048687	UFMu-05985	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013176	>=3	mu1033045|mu1060238|mu1060238|mu1060239|mu1070385|mu1077843|mu1086697	UFMu-02816|UFMu-07841|UFMu-12197|UFMu-07841|UFMu-02816|UFMu-08916|UFMu-11038	FALSE	mRNA	modifier	3_prime_UTR_variant	5-10
Zm00001d013181	1	mu1045453	UFMu-05885	FALSE	mRNA	moderate	disruptive_inframe_insertion	1-5
Zm00001d013182	>=3	mu1019418|mu1048701|mu1048701|mu1060245|mu1060246|mu1067765	UFMu-00649|UFMu-05985|UFMu-09492|UFMu-07769|UFMu-08040|UFMu-08733	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d013183	1	mu1060246	UFMu-08040	FALSE	mRNA	moderate	conservative_inframe_deletion	10+
Zm00001d013185	1	mu1057048	UFMu-07183	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d013195	2	mu1011375|mu1011375	UFMu-01123,UFMu-01782,UFMu-02611,UFMu-03538,UFMu-05720|UFMu-10884	FALSE	mRNA	modifier	5_prime_UTR_variant	10+
Zm00001d013196	>=3	mu1015361|mu1015361|mu1082515|mu1083782	UFMu-01896|UFMu-06408|UFMu-09463|UFMu-10376	FALSE	mRNA	no_change	NA	1-5
Zm00001d013200	1	mu1092020	UFMu-11569	TRUE	mRNA	moderate	missense_variant	1-5
Zm00001d013201	>=3	mu1039090|mu1039090|mu1092021	UFMu-03223,UFMu-09548|UFMu-13646|UFMu-11151	FALSE	mRNA	modifier	5_prime_UTR_variant	5-10
Zm00001d013202	>=3	mu1060252|mu1060253|mu1060254	UFMu-08147|UFMu-08147|UFMu-08147	TRUE	mRNA	moderate	conservative_inframe_deletion	5-10
Zm00001d013204	>=3	mu1005341|mu1015367|mu1053576|mu1057057|mu1057058|mu1086706	UFMu-00385|UFMu-01269|UFMu-06715|UFMu-07243|UFMu-07245,UFMu-11159|UFMu-11119	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d013206	2	mu1048708|mu1095070	UFMu-05963|UFMu-11978	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d013209	1	mu1071249	UFMu-02672	FALSE	mRNA	high	stop_gained	1-5
Zm00001d013211	>=3	mu1038542|mu1053581|mu1053582|mu1095072	UFMu-03781|UFMu-06551|UFMu-06744|UFMu-11424	FALSE	mRNA	non-syntenic	NA	10+
Zm00001d013218	2	mu1060262|mu1067779	UFMu-07918|UFMu-08712	FALSE	mRNA	no_change	NA	1-5
Zm00001d013219	2	mu1015376|mu1034165	UFMu-01272|UFMu-03150	FALSE	mRNA	low	splice_region_variant	1-5
Zm00001d013225	>=3	mu1025663|mu1039098|mu1081492|mu1084982|mu1092037	UFMu-03034,UFMu-06581,UFMu-07614|UFMu-03685|UFMu-09479|UFMu-10376|UFMu-11358	FALSE	mRNA	modifier	3_prime_UTR_variant	10+
Zm00001d013230	1	mu1092039	UFMu-13442	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d013238	>=3	mu1039102|mu1048726|mu1071916|mu1092041	UFMu-04025|UFMu-06501|UFMu-02304,UFMu-13958|UFMu-12186	FALSE	mRNA	moderate	missense_variant	0
Zm00001d013240	1	mu1015382	UFMu-01346	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d013242	2	mu1053597|mu1092045	UFMu-06935|UFMu-11738	FALSE	mRNA	high	splice_donor_variant	10+
Zm00001d013243	2	mu1070390|mu1092046	UFMu-02709|UFMu-11174	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d013245	1	mu1072834	UFMu-03291	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013247	2	mu1069615|mu1084986	UFMu-08775|UFMu-10409	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013248	1	mu1081496	UFMu-09548	FALSE	mRNA	non-syntenic	transcript_ablation	0
Zm00001d013249	1	mu1071254	UFMu-03031,UFMu-10871	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d013250	2	mu1042806|mu1045467	UFMu-04924|UFMu-05595	FALSE	mRNA	non-syntenic	splice_donor_variant	5-10
Zm00001d013251	1	mu1015391	UFMu-02091,UFMu-04491	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d013253	>=3	mu1008027|mu1027055|mu1042804	UFMu-00528,UFMu-13204|UFMu-06409|UFMu-05008,UFMu-11274	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d013254	>=3	mu1011501|mu1023840|mu1092061|mu1092062	UFMu-00612,UFMu-01255,UFMu-04907|UFMu-05984|UFMu-12387|UFMu-13103	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013256	>=3	mu1045469|mu1057078|mu1057079|mu1081499|mu1083799|mu1092063	UFMu-05552|UFMu-07532|UFMu-07629|UFMu-09457|UFMu-10455|UFMu-11977	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013257	>=3	mu1023984|mu1060278|mu1067794|mu1086715	UFMu-08892|UFMu-08088|UFMu-08261|UFMu-10974	FALSE	mRNA	modifier	3_prime_UTR_variant	10+
Zm00001d013258	>=3	mu1053600|mu1053601|mu1053602|mu1057081	UFMu-06573,UFMu-06717,UFMu-07320|UFMu-06717|UFMu-06717|UFMu-07426	TRUE	mRNA	low	5_prime_UTR_premature_start_codon_gain_variant	1-5
Zm00001d013259	>=3	mu1015398|mu1017023|mu1067795|mu1092066	UFMu-02228|UFMu-01240|UFMu-08341,UFMu-09475,UFMu-11248|UFMu-11283	TRUE	mRNA	non-syntenic	frameshift_variant	5-10
Zm00001d013262	>=3	mu1053608|mu1053609|mu1081504|mu1095077	UFMu-07021|UFMu-06715|UFMu-09421|UFMu-11261	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d013263	2	mu1012255|mu1083802	UFMu-02055|UFMu-10378	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013264	2	mu1081505|mu1086720	UFMu-09919|UFMu-10756	FALSE	mRNA	non-syntenic	splice_acceptor_variant	1-5
Zm00001d013265	>=3	mu1019032|mu1019236|mu1092073	UFMu-01129|UFMu-01177|UFMu-13661	TRUE	mRNA	high	stop_gained	1-5
Zm00001d013267	>=3	mu1041434|mu1045479|mu1057095|mu1067801|mu1079799|mu1082519	UFMu-04266|UFMu-05720|UFMu-07428|UFMu-08549|UFMu-08991|UFMu-09536,UFMu-11332	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d013268	>=3	mu1015403|mu1072841|mu1081506	UFMu-01535,UFMu-02058,UFMu-04069,UFMu-06972|UFMu-03520|UFMu-09483	FALSE	mRNA	high	splice_acceptor_variant	1-5
Zm00001d013270	1	mu1077877	UFMu-09049	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d013271	2	mu1053612|mu1067802	UFMu-06919|UFMu-08640	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d013272	2	mu1019683|mu1077878	UFMu-01177|UFMu-08953	FALSE	mRNA	high	splice_donor_variant	1-5
Zm00001d013273	>=3	mu1039121|mu1083805|mu1084988	UFMu-02564|UFMu-10396|UFMu-09992	FALSE	mRNA	high	stop_gained	1-5
Zm00001d013278	>=3	mu1015414|mu1029828|mu1074008|mu1087960	UFMu-01783,UFMu-02611|UFMu-03598,UFMu-04817,UFMu-08167|UFMu-04319|UFMu-11109	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013283	2	mu1060289|mu1092460	UFMu-07894|UFMu-11204	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d013289	2	mu1067810|mu1095082	UFMu-08665|UFMu-11351	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d013290	>=3	mu1074839|mu1080280|mu1092092	UFMu-03917|UFMu-03917|UFMu-13111	FALSE	mRNA	non-syntenic	splice_acceptor_variant	5-10
Zm00001d013295	>=3	mu1061956|mu1071259|mu1083811|mu1086733|mu1086734	UFMu-08804,UFMu-09034,UFMu-09478,UFMu-11257|UFMu-02529|UFMu-10394|UFMu-10787,UFMu-11308|UFMu-11009	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d013300	>=3	mu1015420|mu1022463|mu1083813	UFMu-01488|UFMu-02423|UFMu-10192	FALSE	mRNA	moderate	disruptive_inframe_insertion	5-10
Zm00001d013301	1	mu1057114	UFMu-07362	FALSE	mRNA	high	splice_donor_variant	0
Zm00001d013302	1	mu1057114	UFMu-07362	FALSE	mRNA	high	splice_donor_variant	10+
Zm00001d013304	>=3	mu1057117|mu1086738|mu1087457	UFMu-07567|UFMu-10860|UFMu-11117	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d013306	1	mu1092105	UFMu-11613	FALSE	mRNA	moderate	conservative_inframe_deletion	1-5
Zm00001d013307	>=3	mu1019291|mu1048757|mu1083815|mu1092108	UFMu-01016|UFMu-06518|UFMu-10393|UFMu-13138	TRUE	mRNA	moderate	missense_variant	1-5
Zm00001d013314	1	mu1042789	UFMu-05001	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d013317	2	mu1057122|mu1095088	UFMu-07237|UFMu-12009	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d013318	1	mu1087964	UFMu-11033	FALSE	mRNA	high	splice_donor_variant	1-5
Zm00001d013319	>=3	mu1023513|mu1048764|mu1060311|mu1074013|mu1081524|mu1092124	UFMu-01976|UFMu-06282|UFMu-08087|UFMu-04764|UFMu-09424|UFMu-11983	FALSE	mRNA	non-syntenic	NA	5-10
Zm00001d013325	1	mu1053646	UFMu-06545	FALSE	mRNA	non-syntenic	NA	1-5
