sorghum3	maize1	maize2
Sobic.002G260900	Zm00001d021090	
Sobic.002G261000	Zm00001d021093	
Sobic.002G261100	Zm00001d021094	
Sobic.002G261200	Zm00001d021094	
Sobic.002G261300	Zm00001d021095	
Sobic.002G261400	Zm00001d021119	
Sobic.002G261450		
Sobic.002G261500		Zm00001d006111
Sobic.002G261600	Zm00001d021119	
Sobic.002G261700	Zm00001d021120	
Sobic.002G261800	Zm00001d021122	
Sobic.002G261900	Zm00001d021123	Zm00001d006112
Sobic.002G262000	Zm00001d021126	
Sobic.002G262100	Zm00001d021127	Zm00001d006113
Sobic.002G262200	Zm00001d021128	
Sobic.002G262250		
Sobic.002G262300	Zm00001d021131	
Sobic.002G262400		Zm00001d006115
Sobic.002G262500	Zm00001d021135	Zm00001d006116
Sobic.002G262600	Zm00001d021136	
Sobic.002G262700	Zm00001d021137	
Sobic.002G262800	Zm00001d021138	
Sobic.002G262850	Zm00001d021139	Zm00001d006117
Sobic.002G262900		Zm00001d006118
Sobic.002G263000	Zm00001d021140	
Sobic.002G263100	Zm00001d021141	Zm00001d006119
Sobic.002G263200	Zm00001d021142	
Sobic.002G263300		
Sobic.002G263600		Zm00001d006124
Sobic.002G263700	Zm00001d021145	
Sobic.002G263800	Zm00001d021147	Zm00001d006125
Sobic.002G263900	Zm00001d021147	
Sobic.002G264000	Zm00001d021148	Zm00001d006126
Sobic.002G263400	Zm00001d021160	
Sobic.002G263500		
Sobic.002G264100	Zm00001d021189	Zm00001d006127
Sobic.002G264200	Zm00001d021188	
Sobic.002G264300		Zm00001d006128
Sobic.002G264400	Zm00001d021187	
Sobic.002G264500	Zm00001d021181	Zm00001d006130
Sobic.002G264600	Zm00001d021180	Zm00001d006131
Sobic.002G264700		
Sobic.002G264800	Zm00001d021177	
Sobic.002G264900		
Sobic.002G265001		
Sobic.002G265100		
Sobic.002G265133		
Sobic.002G265166		
Sobic.002G265200	Zm00001d021173	Zm00001d006132
Sobic.002G265300		Zm00001d006133
Sobic.002G265400	Zm00001d021168	Zm00001d006137
Sobic.002G265500	Zm00001d021167	Zm00001d006140
Sobic.002G265600	Zm00001d021168	Zm00001d006140
Sobic.002G265700		
Sobic.002G265800	Zm00001d021168	Zm00001d006140
Sobic.002G265900	Zm00001d021168	Zm00001d006140
Sobic.002G266000	Zm00001d021169	Zm00001d006142
Sobic.002G266100		
Sobic.002G266200		
Sobic.002G266250		
Sobic.002G266300	Zm00001d021170	
Sobic.002G266400	Zm00001d021171	
Sobic.002G266500		
Sobic.002G266600		
Sobic.002G266700	Zm00001d021171	
Sobic.002G266800		Zm00001d006143
Sobic.002G266900		Zm00001d006149
Sobic.002G267000	Zm00001d021164	Zm00001d006150
Sobic.002G267050		
Sobic.002G267100	Zm00001d021164	Zm00001d006150
Sobic.002G267300		
Sobic.002G267400	Zm00001d021162	
Sobic.002G267500		Zm00001d006153
Sobic.002G267600		Zm00001d006154
Sobic.002G267700	Zm00001d021191	Zm00001d006157
Sobic.002G267800	Zm00001d021192	Zm00001d006158
Sobic.002G267900		Zm00001d006159
Sobic.002G268000	Zm00001d021195	
Sobic.002G268100	Zm00001d021196	Zm00001d006160
Sobic.002G268200	Zm00001d021197	Zm00001d006161
Sobic.002G268250		
Sobic.002G268300	Zm00001d021200	
Sobic.002G268400	Zm00001d021199	Zm00001d006162
Sobic.002G268450		
Sobic.002G268500	Zm00001d021200	
Sobic.002G268600		Zm00001d006165
Sobic.002G268700	Zm00001d021201	Zm00001d006166
Sobic.002G268800	Zm00001d021203	Zm00001d006167
Sobic.002G268900	Zm00001d021204	Zm00001d006168
Sobic.002G268966		
Sobic.002G269032	Zm00001d021207	Zm00001d006169
Sobic.002G269100	Zm00001d021205	Zm00001d006169
Sobic.002G269300	Zm00001d021207	Zm00001d006170
Sobic.002G269400	Zm00001d021208	Zm00001d006170
Sobic.002G269500	Zm00001d021207	Zm00001d006170
Sobic.002G269600	Zm00001d021214	
Sobic.002G269700		
Sobic.002G269800		
Sobic.002G269900	Zm00001d021219	
Sobic.002G270000	Zm00001d021221	Zm00001d006173
Sobic.002G270100	Zm00001d021223	Zm00001d006175
Sobic.002G270200	Zm00001d021224	
Sobic.002G270300	Zm00001d021225	
Sobic.002G270400	Zm00001d021226	
Sobic.002G270500	Zm00001d021227	Zm00001d006176
Sobic.002G270600		Zm00001d006177
Sobic.002G270700	Zm00001d021231	Zm00001d006179
Sobic.002G270733		
Sobic.002G270766		
Sobic.002G270800	Zm00001d021232	
Sobic.002G270900	Zm00001d021236	
Sobic.002G271000	Zm00001d021266	
Sobic.002G271100	Zm00001d021263	
Sobic.002G271200	Zm00001d021249	
Sobic.002G271300	Zm00001d021248	Zm00001d006180
Sobic.002G271400		Zm00001d006181
Sobic.002G271500		
Sobic.002G271600	Zm00001d021246	
Sobic.002G271700	Zm00001d021245	
Sobic.002G271800		Zm00001d006182
Sobic.002G271900		Zm00001d006183
Sobic.002G272000	Zm00001d021243	
Sobic.002G272100	Zm00001d021242	
Sobic.002G272200		
Sobic.002G272250		
Sobic.002G272300		
Sobic.002G272350	Zm00001d021242	
Sobic.002G272400	Zm00001d021241	Zm00001d006184
Sobic.002G272500		Zm00001d006185
Sobic.002G272600	Zm00001d021240	Zm00001d006192
Sobic.002G272700		Zm00001d006193
Sobic.002G272800	Zm00001d021267	Zm00001d006194
Sobic.002G272900	Zm00001d021268	Zm00001d006195
Sobic.002G273000		
Sobic.002G273100	Zm00001d021269	Zm00001d006196
Sobic.002G273200	Zm00001d021269	Zm00001d006197
Sobic.002G273300	Zm00001d021278	Zm00001d006198
Sobic.002G273400	Zm00001d021279	
Sobic.002G273500	Zm00001d021280	
Sobic.002G273600		Zm00001d006203
Sobic.002G273700		Zm00001d006203
Sobic.002G273800		Zm00001d006203
Sobic.002G273900	Zm00001d021282	Zm00001d006204
Sobic.002G274000	Zm00001d021283	Zm00001d006205
Sobic.002G274100	Zm00001d021284	
Sobic.002G274200		Zm00001d006206
Sobic.002G274300		
Sobic.002G274400		Zm00001d006207
Sobic.002G274500	Zm00001d021285	Zm00001d006209
Sobic.002G274600	Zm00001d021286	
Sobic.002G274700	Zm00001d021287	Zm00001d006210
Sobic.002G274800	Zm00001d021288	Zm00001d006211
Sobic.002G274850		
Sobic.002G274900	Zm00001d021289	
Sobic.002G275000	Zm00001d021290	Zm00001d006209
Sobic.002G275050		
Sobic.002G275100	Zm00001d021291	Zm00001d006212
Sobic.002G275200	Zm00001d021294	
Sobic.002G275300	Zm00001d021295	
Sobic.002G275400		
Sobic.002G275500	Zm00001d021296	
Sobic.002G275600		
Sobic.002G275700	Zm00001d021297	
Sobic.002G275800	Zm00001d021298	
Sobic.002G275900	Zm00001d021299	
Sobic.002G276000	Zm00001d021300	Zm00001d006213
Sobic.002G276100	Zm00001d021301	Zm00001d006214
Sobic.002G276400	Zm00001d021303	Zm00001d006217
Sobic.002G276500		Zm00001d006218
Sobic.002G276600	Zm00001d021304	
Sobic.002G276700	Zm00001d021305	
Sobic.002G276800	Zm00001d021306	Zm00001d006219
Sobic.002G276900	Zm00001d021309	Zm00001d006220
Sobic.002G277000		
Sobic.002G277100	Zm00001d021310	Zm00001d006221
Sobic.002G277200	Zm00001d021313	
Sobic.002G277300	Zm00001d021314	Zm00001d006226
Sobic.002G277366		
Sobic.002G277500		
Sobic.002G277432		
Sobic.002G277600		Zm00001d006227
Sobic.002G277700	Zm00001d021315	
Sobic.002G277800	Zm00001d021316	
Sobic.002G277900	Zm00001d021318	Zm00001d006231
Sobic.002G278000	Zm00001d021318	
Sobic.002G278100	Zm00001d022647	Zm00001d006232
Sobic.002G278200	Zm00001d022643	
Sobic.002G278300	Zm00001d022637	
Sobic.002G278400		
Sobic.002G278500	Zm00001d022636	
Sobic.002G278600	Zm00001d022631	
Sobic.002G278700		
Sobic.002G278800	Zm00001d022630	
Sobic.002G278900		
Sobic.002G279000	Zm00001d022629	Zm00001d006235
Sobic.002G279100	Zm00001d022628	Zm00001d006236
Sobic.002G279200		
Sobic.002G279300	Zm00001d022627	Zm00001d006237
Sobic.002G279400	Zm00001d022626	
Sobic.002G279500	Zm00001d022625	Zm00001d006238
Sobic.002G279600	Zm00001d022624	
Sobic.002G279700	Zm00001d022622	Zm00001d006242
Sobic.002G279800		
Sobic.002G279900	Zm00001d022621	Zm00001d006243
Sobic.002G280001		
Sobic.002G280100	Zm00001d022619	
Sobic.002G280200	Zm00001d022618	
Sobic.002G280300	Zm00001d022617	
Sobic.002G280400	Zm00001d022616	
Sobic.002G280500	Zm00001d022615	
Sobic.002G280600		Zm00001d006244
Sobic.002G280700	Zm00001d022614	
Sobic.002G280800	Zm00001d022613	
Sobic.002G280850		
Sobic.002G280900	Zm00001d022611	Zm00001d006246
Sobic.002G280950		
Sobic.002G281000	Zm00001d022608	
Sobic.002G281100	Zm00001d022607	
Sobic.002G281200	Zm00001d022605	Zm00001d006247
Sobic.002G281300	Zm00001d022604	Zm00001d006249
Sobic.002G281400	Zm00001d022603	
Sobic.002G281500	Zm00001d022602	
Sobic.002G281600		Zm00001d006250
Sobic.002G281700	Zm00001d022600	
Sobic.002G281800		Zm00001d006251
Sobic.002G281850		
Sobic.002G281900	Zm00001d022598	
Sobic.002G282000	Zm00001d022597	
Sobic.002G282100		Zm00001d006254
Sobic.002G282150		
Sobic.002G282200		Zm00001d006255
Sobic.002G282300	Zm00001d022596	Zm00001d006256
Sobic.002G282400	Zm00001d022595	
Sobic.002G282500	Zm00001d022594	Zm00001d006257
Sobic.002G282600		
Sobic.002G282800	Zm00001d022593	
Sobic.002G282900	Zm00001d022593	
Sobic.002G283000	Zm00001d022592	Zm00001d006263
Sobic.002G283100		
Sobic.002G283200		
Sobic.002G283300	Zm00001d021473	Zm00001d006267
Sobic.002G283400		
Sobic.002G283500	Zm00001d021469	
Sobic.002G283600	Zm00001d021467	
Sobic.002G283800	Zm00001d021465	
Sobic.002G283900		Zm00001d006268
Sobic.002G284000		
Sobic.002G284100	Zm00001d021464	Zm00001d006269
Sobic.002G284200	Zm00001d021462	Zm00001d006270
Sobic.002G284300		
Sobic.002G284400	Zm00001d021462	Zm00001d006270
Sobic.002G284500	Zm00001d021461	
Sobic.002G284600	Zm00001d021459	
Sobic.002G284701	Zm00001d021457	Zm00001d006282
Sobic.002G284800		Zm00001d006278
Sobic.002G284901	Zm00001d021457	Zm00001d006282
Sobic.002G285001		
Sobic.002G285101	Zm00001d021457	Zm00001d006282
Sobic.002G285200	Zm00001d021456	Zm00001d006274
Sobic.002G285300	Zm00001d021456	Zm00001d006274
Sobic.002G285375		
Sobic.002G285450	Zm00001d021456	Zm00001d006274
Sobic.002G285525	Zm00001d021456	Zm00001d006280
Sobic.002G285600	Zm00001d021457	Zm00001d006282
Sobic.002G285700	Zm00001d021456	Zm00001d006274
Sobic.002G285800	Zm00001d021455	Zm00001d006282
Sobic.002G285950	Zm00001d021455	Zm00001d006282
Sobic.002G286100	Zm00001d021453	
Sobic.002G286150		
Sobic.002G286200	Zm00001d021452	Zm00001d006286
Sobic.002G286300		
Sobic.002G286400	Zm00001d021450	
Sobic.002G286500		
Sobic.002G286566	Zm00001d021449	
Sobic.002G286632	Zm00001d021448	
Sobic.002G286700	Zm00001d021447	
Sobic.002G286800	Zm00001d021446	
Sobic.002G286900	Zm00001d021445	Zm00001d006287
Sobic.002G287000	Zm00001d021444	
Sobic.002G287100	Zm00001d021443	
Sobic.002G287201		
Sobic.002G287300		Zm00001d006291
Sobic.002G287400	Zm00001d021442	Zm00001d006293
Sobic.002G287500	Zm00001d021441	Zm00001d006294
Sobic.002G287600	Zm00001d021440	
Sobic.002G287750	Zm00001d021439	
Sobic.002G287900		
Sobic.002G288000	Zm00001d021438	Zm00001d006295
Sobic.002G288100		
Sobic.002G288200	Zm00001d021436	
Sobic.002G288300	Zm00001d021435	
Sobic.002G288400		
Sobic.002G288500	Zm00001d021434	
Sobic.002G288600		
Sobic.002G288700		
Sobic.002G288800		Zm00001d006297
Sobic.002G288900		
Sobic.002G289000		
Sobic.002G289100	Zm00001d021435	
Sobic.002G289200		
Sobic.002G289250		
Sobic.002G289300	Zm00001d021434	
Sobic.002G289350		
Sobic.002G289400		Zm00001d006297
Sobic.002G289500		
Sobic.002G289601		Zm00001d006297
Sobic.002G289701		
Sobic.002G289800	Zm00001d021433	Zm00001d006306
Sobic.002G289900		
Sobic.002G290000	Zm00001d021430	
Sobic.002G290100		Zm00001d006307
Sobic.002G290300	Zm00001d021426	Zm00001d006307
Sobic.002G290400		Zm00001d006308
Sobic.002G290500	Zm00001d021425	
Sobic.002G290600		
Sobic.002G290700		
Sobic.002G290800	Zm00001d021424	
Sobic.002G290900	Zm00001d021423	
Sobic.002G291000		
Sobic.002G291066	Zm00001d021422	
Sobic.002G291132		
Sobic.002G291200	Zm00001d021421	Zm00001d006309
Sobic.002G291300	Zm00001d021420	Zm00001d006310
Sobic.002G291350		
Sobic.002G291400	Zm00001d021419	Zm00001d006311
Sobic.002G291500	Zm00001d021418	Zm00001d006312
Sobic.002G291600	Zm00001d021417	
Sobic.002G291700	Zm00001d021416	
Sobic.002G291800		Zm00001d006315
Sobic.002G291850	Zm00001d021415	
Sobic.002G291900	Zm00001d021414	
Sobic.002G292000		
Sobic.002G292100	Zm00001d021413	
Sobic.002G292200	Zm00001d021412	
Sobic.002G292300	Zm00001d021411	
Sobic.002G292400		Zm00001d006316
Sobic.002G292500		
Sobic.002G292600	Zm00001d021410	
Sobic.002G292700		
Sobic.002G292800	Zm00001d021407	
Sobic.002G292900	Zm00001d021404	Zm00001d006317
Sobic.002G293000	Zm00001d021403	Zm00001d006319
Sobic.002G293100	Zm00001d021403	Zm00001d006319
Sobic.002G293200	Zm00001d021401	Zm00001d006320
Sobic.002G293300	Zm00001d021400	
Sobic.002G293400		Zm00001d006321
Sobic.002G293500	Zm00001d021396	
Sobic.002G293600		Zm00001d006322
Sobic.002G293700		Zm00001d006323
Sobic.002G293800	Zm00001d021395	Zm00001d006324
Sobic.002G293900		
Sobic.002G293950		
Sobic.002G294000		Zm00001d006327
Sobic.002G294100	Zm00001d021393	
Sobic.002G294200	Zm00001d021392	Zm00001d006328
Sobic.002G294300	Zm00001d021391	
Sobic.002G294400	Zm00001d021390	
Sobic.002G294500		Zm00001d006329
Sobic.002G294600		Zm00001d006330
Sobic.002G294700	Zm00001d021389	Zm00001d006331
Sobic.002G294800	Zm00001d021388	
Sobic.002G294900	Zm00001d021387	
Sobic.002G295000	Zm00001d021386	
Sobic.002G295100	Zm00001d021385	
Sobic.002G295200		
Sobic.002G295300		Zm00001d006332
Sobic.002G295400		
Sobic.002G295500	Zm00001d021384	
Sobic.002G295550		
Sobic.002G295600		
Sobic.002G295700		Zm00001d006333
Sobic.002G295800		Zm00001d006335
Sobic.002G295900	Zm00001d021379	
Sobic.002G296000	Zm00001d021378	
Sobic.002G296100	Zm00001d021376	
Sobic.002G296200	Zm00001d021375	Zm00001d006336
Sobic.002G296300		Zm00001d006337
Sobic.002G296400	Zm00001d021372	
Sobic.002G296500		
Sobic.002G296600	Zm00001d021371	
Sobic.002G296800	Zm00001d021371	
Sobic.002G296900		Zm00001d006340
Sobic.002G297000		Zm00001d006342
Sobic.002G297100		Zm00001d006343
Sobic.002G297200		Zm00001d006344
Sobic.002G297300	Zm00001d021370	
Sobic.002G297400	Zm00001d021368	
Sobic.002G297500	Zm00001d021365	
Sobic.002G297600		Zm00001d006345
Sobic.002G297700	Zm00001d021363	Zm00001d006347
Sobic.002G297800	Zm00001d021362	Zm00001d006348
Sobic.002G297900	Zm00001d021360	
Sobic.002G298100		
Sobic.002G298201		
Sobic.002G298300	Zm00001d021359	
Sobic.002G298400	Zm00001d021358	
Sobic.002G298500	Zm00001d021357	
Sobic.002G298600	Zm00001d021357	
Sobic.002G298700	Zm00001d021356	
Sobic.002G298800	Zm00001d021351	
Sobic.002G298900	Zm00001d021350	
Sobic.002G299000	Zm00001d021347	Zm00001d006350
Sobic.002G299100	Zm00001d021346	
Sobic.002G299200	Zm00001d021345	Zm00001d006351
Sobic.002G299300	Zm00001d021344	Zm00001d006353
Sobic.002G299400	Zm00001d021343	
Sobic.002G299500		Zm00001d006354
Sobic.002G299600	Zm00001d021342	Zm00001d006355
Sobic.002G299700		Zm00001d006357
Sobic.002G299800	Zm00001d021341	Zm00001d006358
Sobic.002G299900	Zm00001d021340	
Sobic.002G300000		Zm00001d006360
Sobic.002G300100	Zm00001d021337	
Sobic.002G300300		Zm00001d006361
Sobic.002G300400	Zm00001d021336	
Sobic.002G300500	Zm00001d021335	
Sobic.002G300600	Zm00001d021334	
Sobic.002G300700	Zm00001d021332	
Sobic.002G300800		
Sobic.002G300850		
Sobic.002G300900		
Sobic.002G300950		
Sobic.002G301000		Zm00001d006368
Sobic.002G301100		
Sobic.002G301200		
Sobic.002G301300	Zm00001d021484	
Sobic.002G301400	Zm00001d021486	
Sobic.002G301500		
Sobic.002G301600		
Sobic.002G301700		
Sobic.002G301800		
Sobic.002G301900		Zm00001d006365
Sobic.002G302000		
Sobic.002G302100		
Sobic.002G302200		
Sobic.002G302300		Zm00001d006364
Sobic.002G302400		
Sobic.002G302500	Zm00001d021487	
Sobic.002G302600		
Sobic.002G302700		
Sobic.002G302800	Zm00001d021489	
Sobic.002G302900	Zm00001d021490	
Sobic.002G303000	Zm00001d021491	
Sobic.002G303100	Zm00001d021492	
Sobic.002G303200		
Sobic.002G303300	Zm00001d021494	Zm00001d006371
Sobic.002G303400		
Sobic.002G303500	Zm00001d021497	Zm00001d006372
Sobic.002G303600	Zm00001d021498	Zm00001d006373
Sobic.002G303700		Zm00001d006374
Sobic.002G303800	Zm00001d021505	
Sobic.002G303900		Zm00001d006375
Sobic.002G303950		
Sobic.002G304000	Zm00001d021506	
Sobic.002G304100	Zm00001d021507	Zm00001d006377
Sobic.002G304200		Zm00001d006376
Sobic.002G304300		
Sobic.002G304400		
Sobic.002G304500		Zm00001d006382
Sobic.002G304600	Zm00001d021514	Zm00001d006396
Sobic.002G304700		Zm00001d006384
Sobic.002G304801		
Sobic.002G304900	Zm00001d021508	Zm00001d006388
Sobic.002G305000	Zm00001d021512	Zm00001d006389
Sobic.002G305100	Zm00001d021513	
Sobic.002G305200	Zm00001d021514	Zm00001d006396
Sobic.002G305300	Zm00001d021514	Zm00001d006396
Sobic.002G305400		Zm00001d006397
Sobic.002G305500		
Sobic.002G305600		Zm00001d006397
Sobic.002G305700	Zm00001d021515	Zm00001d006398
Sobic.002G305750		
Sobic.002G305800		Zm00001d006399
Sobic.002G305900		Zm00001d006400
Sobic.002G306000	Zm00001d021516	
Sobic.002G306100	Zm00001d021517	Zm00001d006402
Sobic.002G306201	Zm00001d021518	
Sobic.002G306300	Zm00001d021519	Zm00001d006408
Sobic.002G306400	Zm00001d021520	Zm00001d006409
Sobic.002G306500	Zm00001d021521	
Sobic.002G306600	Zm00001d021522	Zm00001d006410
Sobic.002G306700	Zm00001d021524	Zm00001d006415
Sobic.002G306800	Zm00001d021525	
Sobic.002G306900	Zm00001d021526	
Sobic.002G307000		
Sobic.002G307100		
Sobic.002G307200		
Sobic.002G307300		
Sobic.002G307400	Zm00001d021528	
Sobic.002G307500	Zm00001d021528	
Sobic.002G307600	Zm00001d021529	
Sobic.002G307700		Zm00001d006416
Sobic.002G307800	Zm00001d021532	Zm00001d006417
Sobic.002G307900	Zm00001d021533	
Sobic.002G308000	Zm00001d021534	Zm00001d006419
Sobic.002G308200	Zm00001d021535	Zm00001d006420
Sobic.002G308300	Zm00001d021536	Zm00001d006421
Sobic.002G308400	Zm00001d021537	
Sobic.002G308500		Zm00001d006422
Sobic.002G308600		
Sobic.002G308700	Zm00001d021541	Zm00001d006428
Sobic.002G308800	Zm00001d021542	Zm00001d006430
Sobic.002G308900		
Sobic.002G309000		
Sobic.002G309100	Zm00001d021544	
Sobic.002G309150		
Sobic.002G309200	Zm00001d021545	
Sobic.002G309300		
Sobic.002G309400	Zm00001d021546	
Sobic.002G309500	Zm00001d021551	Zm00001d006433
Sobic.002G309600	Zm00001d021553	Zm00001d006438
Sobic.002G309700	Zm00001d021554	Zm00001d006439
Sobic.002G309800	Zm00001d021557	Zm00001d006440
Sobic.002G309900	Zm00001d021558	
Sobic.002G310100		
Sobic.002G310000		
Sobic.002G310200		
Sobic.002G310300		Zm00001d006443
Sobic.002G310400	Zm00001d021562	Zm00001d006445
Sobic.002G310500	Zm00001d021562	Zm00001d006445
Sobic.002G310600	Zm00001d021562	
Sobic.002G310800	Zm00001d021565	
Sobic.002G310900		Zm00001d006447
Sobic.002G311000	Zm00001d021566	
Sobic.002G311100	Zm00001d021567	
Sobic.002G311200	Zm00001d021569	
Sobic.002G311300	Zm00001d021576	Zm00001d006450
Sobic.002G311350		
Sobic.002G311400	Zm00001d021577	Zm00001d006450
Sobic.002G311501	Zm00001d021571	Zm00001d006449
Sobic.002G311601	Zm00001d021571	Zm00001d006449
Sobic.002G311700	Zm00001d021571	Zm00001d006449
Sobic.002G311900	Zm00001d021571	
Sobic.002G312000	Zm00001d021572	Zm00001d006450
Sobic.002G312100	Zm00001d021572	Zm00001d006450
Sobic.002G312200	Zm00001d021573	Zm00001d006451
Sobic.002G312300	Zm00001d021573	Zm00001d006451
Sobic.002G312400	Zm00001d021574	Zm00001d006453
Sobic.002G312500		
Sobic.002G312550		
Sobic.002G312600		
Sobic.002G312700	Zm00001d021579	Zm00001d006454
Sobic.002G312800	Zm00001d021580	Zm00001d006455
Sobic.002G312900	Zm00001d021582	
Sobic.002G313000	Zm00001d021583	Zm00001d006456
Sobic.002G313100	Zm00001d021584	
Sobic.002G313300		Zm00001d006458
Sobic.002G313400		Zm00001d006459
Sobic.002G313500	Zm00001d021587	Zm00001d006460
Sobic.002G313600		Zm00001d006461
Sobic.002G313700	Zm00001d021588	
Sobic.002G313800	Zm00001d021591	Zm00001d006463
Sobic.002G313850		
Sobic.002G313900	Zm00001d021592	
Sobic.002G314000		Zm00001d006464
Sobic.002G314100		Zm00001d006464
Sobic.002G314200	Zm00001d021595	Zm00001d006466
Sobic.002G314300	Zm00001d021596	Zm00001d006467
Sobic.002G314400		Zm00001d006470
Sobic.002G314500	Zm00001d021598	
Sobic.002G314600		
Sobic.002G314700		Zm00001d006471
Sobic.002G314800	Zm00001d021599	
Sobic.002G314900	Zm00001d021600	
Sobic.002G314950		
Sobic.002G315000	Zm00001d021605	
Sobic.002G315100	Zm00001d021607	
Sobic.002G315200	Zm00001d021609	Zm00001d006472
Sobic.002G315400	Zm00001d021610	Zm00001d006473
Sobic.002G315450		
Sobic.002G315500	Zm00001d021613	
Sobic.002G315700	Zm00001d021614	
Sobic.002G315800	Zm00001d021615	
Sobic.002G315900		Zm00001d006474
Sobic.002G316000	Zm00001d021616	
Sobic.002G316100		
Sobic.002G316200		
Sobic.002G316301		
Sobic.002G316400		
Sobic.002G316500		
Sobic.002G316600	Zm00001d021617	
Sobic.002G316700	Zm00001d021620	Zm00001d006475
Sobic.002G316800	Zm00001d021621	
Sobic.002G316900		Zm00001d006476
Sobic.002G317001		
Sobic.002G317100		Zm00001d006478
Sobic.002G317200	Zm00001d021624	
Sobic.002G317300	Zm00001d021623	Zm00001d006479
Sobic.002G317350		
Sobic.002G317400		Zm00001d006480
Sobic.002G317500		Zm00001d006486
Sobic.002G317600	Zm00001d021626	
Sobic.002G317700		Zm00001d006481
Sobic.002G317800		Zm00001d006481
Sobic.002G317900		
Sobic.002G318000	Zm00001d021627	Zm00001d006489
Sobic.002G318100	Zm00001d021628	
Sobic.002G318200	Zm00001d021628	
Sobic.002G318300	Zm00001d021629	Zm00001d006494
Sobic.002G318400	Zm00001d021630	Zm00001d006495
Sobic.002G318501	Zm00001d021632	Zm00001d006495
Sobic.002G318600	Zm00001d021633	Zm00001d006496
Sobic.002G318700		
Sobic.002G318800		Zm00001d006497
Sobic.002G318900		
Sobic.002G319100	Zm00001d021634	
Sobic.002G319200	Zm00001d021635	Zm00001d006499
Sobic.002G319300	Zm00001d021636	
Sobic.002G319400	Zm00001d021638	
Sobic.002G319500	Zm00001d021638	
Sobic.002G319600	Zm00001d021638	
Sobic.002G319700	Zm00001d021638	
Sobic.002G319766	Zm00001d021638	
Sobic.002G319832	Zm00001d021638	
Sobic.002G319900	Zm00001d021638	
Sobic.002G320001		
Sobic.002G320100		Zm00001d006502
Sobic.002G320200	Zm00001d021639	Zm00001d006503
Sobic.002G320300		
Sobic.002G320500		
Sobic.002G320600	Zm00001d021641	Zm00001d006504
Sobic.002G320700	Zm00001d021645	
Sobic.002G320800	Zm00001d021642	Zm00001d006506
Sobic.002G320900	Zm00001d021646	Zm00001d006507
Sobic.002G321000		
Sobic.002G321100		
Sobic.002G321200		
Sobic.002G321300	Zm00001d021647	
Sobic.002G321400		Zm00001d006508
Sobic.002G321500	Zm00001d021649	Zm00001d006509
Sobic.002G321600		
Sobic.002G321700		
Sobic.002G321800	Zm00001d021652	Zm00001d006510
Sobic.002G321901		
Sobic.002G322000	Zm00001d021653	Zm00001d006511
Sobic.002G322101		
Sobic.002G322200		
Sobic.002G322100		
Sobic.002G322300	Zm00001d021654	
Sobic.002G322350		
Sobic.002G322400		Zm00001d006512
Sobic.002G322500		Zm00001d006515
Sobic.002G322600		Zm00001d006516
Sobic.002G322700		
Sobic.002G322800	Zm00001d021655	
